produit,value,ville,year,code,parent_code,type_produit
Soins corporels,103.19999694824219,Errachidia,2021,121,12,groupe
Effets personnels non classés ailleurs,110.80000305175781,Errachidia,2021,123,12,groupe
Assurance,103.30000305175781,Errachidia,2021,125,12,groupe
Services financiers,99.80000305175781,Errachidia,2021,126,12,groupe
Autres services,102.9000015258789,Errachidia,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Errachidia,2021,,,total
Indice général,103.0,Errachidia,2021,,,total
Variation (en %),1.477832555770874,Errachidia,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",103.69999694824219,Errachidia,2021,,,total
Produits alimentaires et boissons non alcoolisées,103.0,Fès,2021,01,,division
Produits alimentaires,103.0,Fès,2021,011,01,groupe
Boissons non alcoolisées,101.19999694824219,Fès,2021,012,01,groupe
Boissons alcoolisées et tabac,126.0999984741211,Fès,2021,02,,division
Boissons alcoolisées,103.5,Fès,2021,021,02,groupe
Tabac,126.5,Fès,2021,022,02,groupe
Articles d'habillement et chaussures,106.9000015258789,Fès,2021,03,,division
Articles d'habillement,105.0,Fès,2021,031,03,groupe
Chaussures,116.19999694824219,Fès,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.69999694824219,Fès,2021,04,,division
Loyers effectifs,103.30000305175781,Fès,2021,041,04,groupe
Entretien et réparation des logements,102.0,Fès,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,99.80000305175781,Fès,2021,044,04,groupe
"Electricité, gaz et autres combustibles",101.4000015258789,Fès,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",102.9000015258789,Fès,2021,05,,division
Articles de ménage en textiles,115.9000015258789,Fès,2021,052,05,groupe
Appareils ménagers,94.9000015258789,Fès,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",125.5,Fès,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,106.69999694824219,Fès,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,99.0,Fès,2021,056,05,groupe
Santé,100.80000305175781,Fès,2021,06,,division
"Produits, appareils et matériels médicaux",98.30000305175781,Fès,2021,061,06,groupe
Services ambulatoires,103.0,Fès,2021,062,06,groupe
Services hospitaliers,100.0,Fès,2021,063,06,groupe
Transport,100.80000305175781,Fès,2021,07,,division
Achat de véhicules,99.69999694824219,Fès,2021,071,07,groupe
Dépenses d'utilisation des véhicules,100.30000305175781,Fès,2021,072,07,groupe
Services de transport,102.69999694824219,Fès,2021,073,07,groupe
Communications,103.69999694824219,Fès,2021,08,,division
Services postaux,100.0,Fès,2021,081,08,groupe
Matériel de téléphonie et de télécopie,87.5999984741211,Fès,2021,082,08,groupe
Services de téléphonie et de télécopie,106.0,Fès,2021,083,08,groupe
Loisirs et culture,98.4000015258789,Fès,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",92.30000305175781,Fès,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",106.4000015258789,Fès,2021,093,09,groupe
Services récréatifs et culturels,103.30000305175781,Fès,2021,094,09,groupe
"Journaux, livres et articles de papeterie",101.5,Fès,2021,095,09,groupe
Forfaits touristiques,109.30000305175781,Fès,2021,0960,096,groupe
Enseignement,115.19999694824219,Fès,2021,10,,division
Enseignement préélémentaire et primaire,128.10000610351562,Fès,2021,101,10,groupe
Enseignement secondaire,107.19999694824219,Fès,2021,102,10,groupe
Enseignement postsecondaire non supérieur,108.4000015258789,Fès,2021,103,10,groupe
Enseignement supérieur,101.9000015258789,Fès,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Fès,2021,105,10,groupe
Restaurants et hôtels,107.0,Fès,2021,11,,division
Services de restauration,109.30000305175781,Fès,2021,111,11,groupe
Services d'hébergement,92.9000015258789,Fès,2021,112,11,groupe
Biens et services divers,109.0999984741211,Fès,2021,12,,division
Soins corporels,108.80000305175781,Fès,2021,121,12,groupe
Effets personnels non classés ailleurs,121.4000015258789,Fès,2021,123,12,groupe
Assurance,108.4000015258789,Fès,2021,125,12,groupe
Services financiers,97.5999984741211,Fès,2021,126,12,groupe
Autres services,100.69999694824219,Fès,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,125.30000305175781,Fès,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",105.5999984741211,Fès,2021,,,total
Indice général,104.0,Fès,2021,,,total
Variation (en %),1.0689990520477295,Fès,2021,,,total
Produits alimentaires et boissons non alcoolisées,106.0999984741211,Guelmim,2021,01,,division
Produits alimentaires,106.19999694824219,Guelmim,2021,011,01,groupe
Boissons non alcoolisées,104.19999694824219,Guelmim,2021,012,01,groupe
Boissons alcoolisées et tabac,126.19999694824219,Guelmim,2021,02,,division
Boissons alcoolisées,117.5999984741211,Guelmim,2021,021,02,groupe
Tabac,126.5,Guelmim,2021,022,02,groupe
Articles d'habillement et chaussures,104.4000015258789,Guelmim,2021,03,,division
Articles d'habillement,105.5999984741211,Guelmim,2021,031,03,groupe
Chaussures,99.5999984741211,Guelmim,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.5999984741211,Guelmim,2021,04,,division
Loyers effectifs,103.0999984741211,Guelmim,2021,041,04,groupe
Entretien et réparation des logements,100.0999984741211,Guelmim,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Guelmim,2021,044,04,groupe
"Electricité, gaz et autres combustibles",101.69999694824219,Guelmim,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",105.0,Guelmim,2021,05,,division
Articles de ménage en textiles,107.5999984741211,Guelmim,2021,052,05,groupe
Appareils ménagers,107.30000305175781,Guelmim,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",101.4000015258789,Guelmim,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,105.0999984741211,Guelmim,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,102.0,Guelmim,2021,056,05,groupe
Santé,99.0999984741211,Guelmim,2021,06,,division
"Produits, appareils et matériels médicaux",97.5999984741211,Guelmim,2021,061,06,groupe
Services ambulatoires,100.5,Guelmim,2021,062,06,groupe
Services hospitaliers,100.0,Guelmim,2021,063,06,groupe
Transport,105.4000015258789,Guelmim,2021,07,,division
Achat de véhicules,116.0999984741211,Guelmim,2021,071,07,groupe
Dépenses d'utilisation des véhicules,105.4000015258789,Guelmim,2021,072,07,groupe
Services de transport,104.5,Guelmim,2021,073,07,groupe
Communications,102.5999984741211,Guelmim,2021,08,,division
Services postaux,100.0,Guelmim,2021,081,08,groupe
Matériel de téléphonie et de télécopie,98.30000305175781,Guelmim,2021,082,08,groupe
Services de téléphonie et de télécopie,103.4000015258789,Guelmim,2021,083,08,groupe
Loisirs et culture,97.5999984741211,Guelmim,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",92.69999694824219,Guelmim,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.4000015258789,Guelmim,2021,093,09,groupe
Services récréatifs et culturels,101.0999984741211,Guelmim,2021,094,09,groupe
"Journaux, livres et articles de papeterie",101.4000015258789,Guelmim,2021,095,09,groupe
Forfaits touristiques,100.0999984741211,Guelmim,2021,0960,096,groupe
Enseignement,134.6999969482422,Guelmim,2021,10,,division
Enseignement préélémentaire et primaire,145.1999969482422,Guelmim,2021,101,10,groupe
Enseignement secondaire,128.1999969482422,Guelmim,2021,102,10,groupe
Enseignement non défini par niveau,100.0,Guelmim,2021,105,10,groupe
Restaurants et hôtels,101.9000015258789,Guelmim,2021,11,,division
Services de restauration,100.19999694824219,Guelmim,2021,111,11,groupe
Services d'hébergement,104.0,Guelmim,2021,112,11,groupe
Biens et services divers,107.0,Guelmim,2021,12,,division
Soins corporels,110.0999984741211,Guelmim,2021,121,12,groupe
Effets personnels non classés ailleurs,108.19999694824219,Guelmim,2021,123,12,groupe
Assurance,103.5,Guelmim,2021,125,12,groupe
Services financiers,100.0,Guelmim,2021,126,12,groupe
Autres services,100.69999694824219,Guelmim,2021,127,12,groupe
Indice général,105.9000015258789,Guelmim,2021,,,total
Variation (en %),0.6653992533683777,Guelmim,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",109.0999984741211,Guelmim,2021,,,total
Produits alimentaires et boissons non alcoolisées,100.0999984741211,Kénitra,2021,01,,division
Produits alimentaires,100.0999984741211,Kénitra,2021,011,01,groupe
Boissons non alcoolisées,100.0999984741211,Kénitra,2021,012,01,groupe
Boissons alcoolisées et tabac,124.9000015258789,Kénitra,2021,02,,division
Boissons alcoolisées,101.9000015258789,Kénitra,2021,021,02,groupe
Tabac,126.5,Kénitra,2021,022,02,groupe
Articles d'habillement et chaussures,106.30000305175781,Kénitra,2021,03,,division
Articles d'habillement,107.0,Kénitra,2021,031,03,groupe
Chaussures,102.5,Kénitra,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",103.0999984741211,Kénitra,2021,04,,division
Loyers effectifs,106.30000305175781,Kénitra,2021,041,04,groupe
Entretien et réparation des logements,108.19999694824219,Kénitra,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Kénitra,2021,044,04,groupe
"Electricité, gaz et autres combustibles",101.0,Kénitra,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",103.4000015258789,Kénitra,2021,05,,division
Articles de ménage en textiles,104.0999984741211,Kénitra,2021,052,05,groupe
Appareils ménagers,95.30000305175781,Kénitra,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",99.80000305175781,Kénitra,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,102.80000305175781,Kénitra,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,106.0999984741211,Kénitra,2021,056,05,groupe
Santé,99.30000305175781,Kénitra,2021,06,,division
"Produits, appareils et matériels médicaux",97.19999694824219,Kénitra,2021,061,06,groupe
Services ambulatoires,101.4000015258789,Kénitra,2021,062,06,groupe
Services hospitaliers,100.0,Kénitra,2021,063,06,groupe
Transport,106.19999694824219,Kénitra,2021,07,,division
Achat de véhicules,103.30000305175781,Kénitra,2021,071,07,groupe
Dépenses d'utilisation des véhicules,102.30000305175781,Kénitra,2021,072,07,groupe
Services de transport,113.5999984741211,Kénitra,2021,073,07,groupe
Communications,106.4000015258789,Kénitra,2021,08,,division
Services postaux,100.0,Kénitra,2021,081,08,groupe
Matériel de téléphonie et de télécopie,112.0,Kénitra,2021,082,08,groupe
Services de téléphonie et de télécopie,105.5999984741211,Kénitra,2021,083,08,groupe
Loisirs et culture,98.4000015258789,Kénitra,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",90.30000305175781,Kénitra,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",104.5999984741211,Kénitra,2021,093,09,groupe
Services récréatifs et culturels,100.4000015258789,Kénitra,2021,094,09,groupe
"Journaux, livres et articles de papeterie",100.9000015258789,Kénitra,2021,095,09,groupe
Forfaits touristiques,117.5,Kénitra,2021,0960,096,groupe
Enseignement,111.0,Kénitra,2021,10,,division
Enseignement préélémentaire et primaire,113.0999984741211,Kénitra,2021,101,10,groupe
Enseignement secondaire,112.19999694824219,Kénitra,2021,102,10,groupe
Enseignement postsecondaire non supérieur,103.69999694824219,Kénitra,2021,103,10,groupe
Enseignement supérieur,100.0,Kénitra,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Kénitra,2021,105,10,groupe
Restaurants et hôtels,105.5,Kénitra,2021,11,,division
Services de restauration,106.0,Kénitra,2021,111,11,groupe
Services d'hébergement,103.5,Kénitra,2021,112,11,groupe
Biens et services divers,105.5999984741211,Kénitra,2021,12,,division
Soins corporels,104.5,Kénitra,2021,121,12,groupe
Effets personnels non classés ailleurs,132.39999389648438,Kénitra,2021,123,12,groupe
Assurance,103.9000015258789,Kénitra,2021,125,12,groupe
Services financiers,105.9000015258789,Kénitra,2021,126,12,groupe
Autres services,104.5,Kénitra,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Kénitra,2021,,,total
Indice général,102.9000015258789,Kénitra,2021,,,total
Variation (en %),1.2795275449752808,Kénitra,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",105.80000305175781,Kénitra,2021,,,total
Produits alimentaires et boissons non alcoolisées,104.30000305175781,Laâyoune,2021,01,,division
Produits alimentaires,104.4000015258789,Laâyoune,2021,011,01,groupe
Boissons non alcoolisées,103.69999694824219,Laâyoune,2021,012,01,groupe
Boissons alcoolisées et tabac,126.5,Laâyoune,2021,02,,division
Tabac,126.5,Laâyoune,2021,022,02,groupe
Articles d'habillement et chaussures,98.80000305175781,Laâyoune,2021,03,,division
Articles d'habillement,97.30000305175781,Laâyoune,2021,031,03,groupe
Chaussures,105.80000305175781,Laâyoune,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",102.0999984741211,Laâyoune,2021,04,,division
Loyers effectifs,102.80000305175781,Laâyoune,2021,041,04,groupe
Entretien et réparation des logements,100.19999694824219,Laâyoune,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Laâyoune,2021,044,04,groupe
"Electricité, gaz et autres combustibles",101.9000015258789,Laâyoune,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",102.4000015258789,Laâyoune,2021,05,,division
Articles de ménage en textiles,99.0,Laâyoune,2021,052,05,groupe
Appareils ménagers,102.5999984741211,Laâyoune,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.5,Laâyoune,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,98.19999694824219,Laâyoune,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,104.9000015258789,Laâyoune,2021,056,05,groupe
Santé,99.9000015258789,Laâyoune,2021,06,,division
"Produits, appareils et matériels médicaux",98.0999984741211,Laâyoune,2021,061,06,groupe
Services ambulatoires,101.4000015258789,Laâyoune,2021,062,06,groupe
Services hospitaliers,100.0,Laâyoune,2021,063,06,groupe
Transport,105.9000015258789,Laâyoune,2021,07,,division
Achat de véhicules,98.5999984741211,Laâyoune,2021,071,07,groupe
Dépenses d'utilisation des véhicules,103.5999984741211,Laâyoune,2021,072,07,groupe
Services de transport,119.0,Laâyoune,2021,073,07,groupe
Communications,100.4000015258789,Laâyoune,2021,08,,division
Services postaux,100.0,Laâyoune,2021,081,08,groupe
Matériel de téléphonie et de télécopie,82.69999694824219,Laâyoune,2021,082,08,groupe
Services de téléphonie et de télécopie,102.0999984741211,Laâyoune,2021,083,08,groupe
Loisirs et culture,100.19999694824219,Laâyoune,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",95.5999984741211,Laâyoune,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",99.0999984741211,Laâyoune,2021,093,09,groupe
Services récréatifs et culturels,103.5999984741211,Laâyoune,2021,094,09,groupe
"Journaux, livres et articles de papeterie",103.5999984741211,Laâyoune,2021,095,09,groupe
Forfaits touristiques,103.69999694824219,Laâyoune,2021,0960,096,groupe
Enseignement,109.9000015258789,Laâyoune,2021,10,,division
Enseignement préélémentaire et primaire,115.69999694824219,Laâyoune,2021,101,10,groupe
Enseignement secondaire,106.30000305175781,Laâyoune,2021,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Laâyoune,2021,103,10,groupe
Enseignement supérieur,100.0,Laâyoune,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Laâyoune,2021,105,10,groupe
Restaurants et hôtels,99.9000015258789,Laâyoune,2021,11,,division
Services de restauration,99.80000305175781,Laâyoune,2021,111,11,groupe
Services d'hébergement,100.30000305175781,Laâyoune,2021,112,11,groupe
Biens et services divers,106.5,Laâyoune,2021,12,,division
Soins corporels,107.0999984741211,Laâyoune,2021,121,12,groupe
Effets personnels non classés ailleurs,110.5999984741211,Laâyoune,2021,123,12,groupe
Assurance,102.80000305175781,Laâyoune,2021,125,12,groupe
Services financiers,102.69999694824219,Laâyoune,2021,126,12,groupe
Autres biens durables à fonction  récréative et culturelle,86.69999694824219,Laâyoune,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",100.69999694824219,Laâyoune,2021,,,total
Produits alimentaires et boissons non alcoolisées,101.80000305175781,Marrakech,2021,01,,division
Produits alimentaires,101.80000305175781,Marrakech,2021,011,01,groupe
Boissons non alcoolisées,100.9000015258789,Marrakech,2021,012,01,groupe
Boissons alcoolisées et tabac,125.80000305175781,Marrakech,2021,02,,division
Boissons alcoolisées,97.0,Marrakech,2021,021,02,groupe
Tabac,126.5,Marrakech,2021,022,02,groupe
Articles d'habillement et chaussures,115.5999984741211,Marrakech,2021,03,,division
Articles d'habillement,113.4000015258789,Marrakech,2021,031,03,groupe
Chaussures,125.0,Marrakech,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",103.19999694824219,Marrakech,2021,04,,division
Loyers effectifs,108.0,Marrakech,2021,041,04,groupe
Entretien et réparation des logements,107.0,Marrakech,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Marrakech,2021,044,04,groupe
"Electricité, gaz et autres combustibles",100.0999984741211,Marrakech,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",104.80000305175781,Marrakech,2021,05,,division
Articles de ménage en textiles,112.5,Marrakech,2021,052,05,groupe
Appareils ménagers,99.0,Marrakech,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",113.80000305175781,Marrakech,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,114.30000305175781,Marrakech,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,101.0999984741211,Marrakech,2021,056,05,groupe
Santé,100.4000015258789,Marrakech,2021,06,,division
"Produits, appareils et matériels médicaux",97.4000015258789,Marrakech,2021,061,06,groupe
Services ambulatoires,102.9000015258789,Marrakech,2021,062,06,groupe
Services hospitaliers,100.5,Marrakech,2021,063,06,groupe
Transport,104.0,Marrakech,2021,07,,division
Achat de véhicules,103.80000305175781,Marrakech,2021,071,07,groupe
Dépenses d'utilisation des véhicules,102.5999984741211,Marrakech,2021,072,07,groupe
Services de transport,108.19999694824219,Marrakech,2021,073,07,groupe
Communications,102.0,Marrakech,2021,08,,division
Services postaux,100.0,Marrakech,2021,081,08,groupe
Matériel de téléphonie et de télécopie,90.5999984741211,Marrakech,2021,082,08,groupe
Services de téléphonie et de télécopie,103.4000015258789,Marrakech,2021,083,08,groupe
Loisirs et culture,103.69999694824219,Marrakech,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",97.19999694824219,Marrakech,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",94.0,Marrakech,2021,093,09,groupe
Services récréatifs et culturels,102.4000015258789,Marrakech,2021,094,09,groupe
"Journaux, livres et articles de papeterie",102.9000015258789,Marrakech,2021,095,09,groupe
Forfaits touristiques,112.0,Marrakech,2021,0960,096,groupe
Enseignement,111.69999694824219,Marrakech,2021,10,,division
Enseignement préélémentaire et primaire,119.0999984741211,Marrakech,2021,101,10,groupe
Enseignement secondaire,110.5,Marrakech,2021,102,10,groupe
Enseignement postsecondaire non supérieur,101.9000015258789,Marrakech,2021,103,10,groupe
Enseignement supérieur,100.0,Marrakech,2021,104,10,groupe
Enseignement non défini par niveau,94.30000305175781,Marrakech,2021,105,10,groupe
Restaurants et hôtels,103.5,Marrakech,2021,11,,division
Services d'hébergement,95.0,Marrakech,2021,112,11,groupe
Biens et services divers,103.0999984741211,Marrakech,2021,12,,division
Soins corporels,102.69999694824219,Marrakech,2021,121,12,groupe
Effets personnels non classés ailleurs,110.0999984741211,Marrakech,2021,123,12,groupe
Assurance,103.0999984741211,Marrakech,2021,125,12,groupe
Services financiers,100.0,Marrakech,2021,126,12,groupe
Autres services,104.19999694824219,Marrakech,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,105.30000305175781,Marrakech,2021,,,total
services de restauration,104.69999694824219,Marrakech,2021,,,total
Indice général,103.9000015258789,Marrakech,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",103.0999984741211,Marrakech,2021,,,total
Produits alimentaires et boissons non alcoolisées,100.5999984741211,Meknès,2021,01,,division
Produits alimentaires,100.80000305175781,Meknès,2021,011,01,groupe
Boissons non alcoolisées,95.9000015258789,Meknès,2021,012,01,groupe
Boissons alcoolisées et tabac,126.0,Meknès,2021,02,,division
Boissons alcoolisées,100.0,Meknès,2021,021,02,groupe
Tabac,126.5,Meknès,2021,022,02,groupe
Articles d'habillement et chaussures,102.19999694824219,Meknès,2021,03,,division
Articles d'habillement,102.5,Meknès,2021,031,03,groupe
Chaussures,100.69999694824219,Meknès,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",102.19999694824219,Meknès,2021,04,,division
Loyers effectifs,105.19999694824219,Meknès,2021,041,04,groupe
Entretien et réparation des logements,108.80000305175781,Meknès,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Meknès,2021,044,04,groupe
"Electricité, gaz et autres combustibles",100.30000305175781,Meknès,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",98.80000305175781,Meknès,2021,05,,division
Articles de ménage en textiles,99.0,Meknès,2021,052,05,groupe
Appareils ménagers,103.30000305175781,Meknès,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",107.5999984741211,Meknès,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,104.5,Meknès,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,90.0,Meknès,2021,056,05,groupe
Santé,101.9000015258789,Meknès,2021,06,,division
"Produits, appareils et matériels médicaux",97.30000305175781,Meknès,2021,061,06,groupe
Services ambulatoires,106.5,Meknès,2021,062,06,groupe
Services hospitaliers,100.0,Meknès,2021,063,06,groupe
Transport,110.30000305175781,Meknès,2021,07,,division
Achat de véhicules,102.30000305175781,Meknès,2021,071,07,groupe
Dépenses d'utilisation des véhicules,103.0,Meknès,2021,072,07,groupe
Services de transport,131.10000610351562,Meknès,2021,073,07,groupe
Communications,104.80000305175781,Meknès,2021,08,,division
Services postaux,100.0,Meknès,2021,081,08,groupe
Matériel de téléphonie et de télécopie,92.9000015258789,Meknès,2021,082,08,groupe
Services de téléphonie et de télécopie,106.30000305175781,Meknès,2021,083,08,groupe
Loisirs et culture,102.4000015258789,Meknès,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",103.0,Meknès,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",101.80000305175781,Meknès,2021,093,09,groupe
Services récréatifs et culturels,104.69999694824219,Meknès,2021,094,09,groupe
"Journaux, livres et articles de papeterie",100.5,Meknès,2021,095,09,groupe
Forfaits touristiques,107.30000305175781,Meknès,2021,0960,096,groupe
Enseignement,107.69999694824219,Meknès,2021,10,,division
Enseignement préélémentaire et primaire,111.5999984741211,Meknès,2021,101,10,groupe
Enseignement secondaire,106.0,Meknès,2021,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Meknès,2021,103,10,groupe
Enseignement supérieur,103.4000015258789,Meknès,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Meknès,2021,105,10,groupe
Restaurants et hôtels,103.9000015258789,Meknès,2021,11,,division
Services de restauration,104.5999984741211,Meknès,2021,111,11,groupe
Services d'hébergement,100.19999694824219,Meknès,2021,112,11,groupe
Biens et services divers,108.5999984741211,Meknès,2021,12,,division
Soins corporels,109.69999694824219,Meknès,2021,121,12,groupe
Effets personnels non classés ailleurs,110.9000015258789,Meknès,2021,123,12,groupe
Assurance,103.9000015258789,Meknès,2021,125,12,groupe
Services financiers,112.4000015258789,Meknès,2021,126,12,groupe
Autres services,105.80000305175781,Meknès,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Meknès,2021,,,total
Indice général,103.5999984741211,Meknès,2021,,,total
Variation (en %),1.3698630332946777,Meknès,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",111.5999984741211,Meknès,2021,,,total
Produits alimentaires et boissons non alcoolisées,102.5,Oujda,2021,01,,division
Produits alimentaires,102.5999984741211,Oujda,2021,011,01,groupe
Boissons non alcoolisées,100.30000305175781,Oujda,2021,012,01,groupe
Boissons alcoolisées et tabac,126.0,Oujda,2021,02,,division
Boissons alcoolisées,108.0,Oujda,2021,021,02,groupe
Tabac,126.5,Oujda,2021,022,02,groupe
Articles d'habillement et chaussures,100.4000015258789,Oujda,2021,03,,division
Articles d'habillement,100.5,Oujda,2021,031,03,groupe
Chaussures,100.0,Oujda,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",100.9000015258789,Oujda,2021,04,,division
Loyers effectifs,100.4000015258789,Oujda,2021,041,04,groupe
Entretien et réparation des logements,106.5999984741211,Oujda,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Oujda,2021,044,04,groupe
"Electricité, gaz et autres combustibles",99.80000305175781,Oujda,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",101.80000305175781,Oujda,2021,05,,division
Articles de ménage en textiles,105.19999694824219,Oujda,2021,052,05,groupe
Appareils ménagers,102.0999984741211,Oujda,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",99.5999984741211,Oujda,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,103.0,Oujda,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,102.69999694824219,Oujda,2021,056,05,groupe
Santé,98.5999984741211,Oujda,2021,06,,division
"Produits, appareils et matériels médicaux",97.80000305175781,Oujda,2021,061,06,groupe
Services ambulatoires,99.19999694824219,Oujda,2021,062,06,groupe
Services hospitaliers,100.0,Oujda,2021,063,06,groupe
Transport,104.80000305175781,Oujda,2021,07,,division
Achat de véhicules,98.9000015258789,Oujda,2021,071,07,groupe
Dépenses d'utilisation des véhicules,100.69999694824219,Oujda,2021,072,07,groupe
Services de transport,117.4000015258789,Oujda,2021,073,07,groupe
Communications,104.9000015258789,Oujda,2021,08,,division
Services postaux,100.0,Oujda,2021,081,08,groupe
Matériel de téléphonie et de télécopie,86.80000305175781,Oujda,2021,082,08,groupe
Services de téléphonie et de télécopie,106.0999984741211,Oujda,2021,083,08,groupe
Loisirs et culture,99.9000015258789,Oujda,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",90.69999694824219,Oujda,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",98.0,Oujda,2021,093,09,groupe
Services récréatifs et culturels,103.19999694824219,Oujda,2021,094,09,groupe
"Journaux, livres et articles de papeterie",101.0,Oujda,2021,095,09,groupe
Forfaits touristiques,106.5,Oujda,2021,0960,096,groupe
Enseignement,108.0999984741211,Oujda,2021,10,,division
Enseignement préélémentaire et primaire,113.0999984741211,Oujda,2021,101,10,groupe
Enseignement secondaire,110.0,Oujda,2021,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Oujda,2021,103,10,groupe
Enseignement supérieur,100.0,Oujda,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Oujda,2021,105,10,groupe
Restaurants et hôtels,106.4000015258789,Oujda,2021,11,,division
Services de restauration,108.4000015258789,Oujda,2021,111,11,groupe
Services d'hébergement,101.0999984741211,Oujda,2021,112,11,groupe
Biens et services divers,103.5999984741211,Oujda,2021,12,,division
Soins corporels,102.9000015258789,Oujda,2021,121,12,groupe
Effets personnels non classés ailleurs,108.30000305175781,Oujda,2021,123,12,groupe
Assurance,104.19999694824219,Oujda,2021,125,12,groupe
Services financiers,100.80000305175781,Oujda,2021,126,12,groupe
Autres services,104.0,Oujda,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Oujda,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",100.0,Oujda,2021,,,total
